consumer_name,consumer_review,consumer_country,date,rating,review_topic,review_content,sentiment_score,sentiment_magnitude,entities,entity_sentiments,review_class,positive_reasons,negative_reasons,syntax_tokens,detected_language,classifications
Lucy Loo,8 reviews,GB,"Friday, October 11, 2024 at 09:57:32 a.m.",Rated 1 out of 5 stars,Driver stealing ,As a family we order from Amazon almost daily. Sadly we've had a change in our regular delivery guy and one of the new ones is so clearly stealing packages. They log it as posted through our door and nothing is there. They've been reported to Amazon as potential theft and hopefully it will be dealt with accordingly. Unacceptable and it's now happened several times. ,-0.4000000059604645,3.200000047683716,"family, one, Amazon, change, nothing, packages, delivery guy, ones, door, theft","[{'name': 'family', 'type': 'PERSON', 'salience': 0.36267778277397156, 'sentiment_score': 0.10000000149011612, 'sentiment_magnitude': 0.10000000149011612}, {'name': 'one', 'type': 'PERSON', 'salience': 0.15955784916877747, 'sentiment_score': -0.30000001192092896, 'sentiment_magnitude': 0.699999988079071}, {'name': 'Amazon', 'type': 'ORGANIZATION', 'salience': 0.15250514447689056, 'sentiment_score': 0.10000000149011612, 'sentiment_magnitude': 0.30000001192092896}, {'name': 'change', 'type': 'OTHER', 'salience': 0.07028317451477051, 'sentiment_score': -0.699999988079071, 'sentiment_magnitude': 0.699999988079071}, {'name': 'nothing', 'type': 'OTHER', 'salience': 0.052883733063936234, 'sentiment_score': -0.10000000149011612, 'sentiment_magnitude': 0.10000000149011612}, {'name': 'packages', 'type': 'OTHER', 'salience': 0.04821082204580307, 'sentiment_score': -0.699999988079071, 'sentiment_magnitude': 0.699999988079071}, {'name': 'delivery guy', 'type': 'PERSON', 'salience': 0.04762677103281021, 'sentiment_score': -0.699999988079071, 'sentiment_magnitude': 0.699999988079071}, {'name': 'ones', 'type': 'CONSUMER_GOOD', 'salience': 0.04762677103281021, 'sentiment_score': -0.699999988079071, 'sentiment_magnitude': 0.699999988079071}, {'name': 'door', 'type': 'OTHER', 'salience': 0.04404826462268829, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'theft', 'type': 'EVENT', 'salience': 0.01457967609167099, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}]",Negative,As a family we order from Amazon almost daily.,Sadly we've had a change in our regular delivery guy and one of the new ones is so clearly stealing packages. They log it as posted through our door and nothing is there. They've been reported to Amazon as potential theft and hopefully it will be dealt with accordingly. Unacceptable and it's now happened several times.,"[{'text': 'As', 'part_of_speech': 'ADP'}, {'text': 'a', 'part_of_speech': 'DET'}, {'text': 'family', 'part_of_speech': 'NOUN'}, {'text': 'we', 'part_of_speech': 'PRON'}, {'text': 'order', 'part_of_speech': 'VERB'}, {'text': 'from', 'part_of_speech': 'ADP'}, {'text': 'Amazon', 'part_of_speech': 'NOUN'}, {'text': 'almost', 'part_of_speech': 'ADV'}, {'text': 'daily', 'part_of_speech': 'ADV'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'Sadly', 'part_of_speech': 'ADV'}, {'text': 'we', 'part_of_speech': 'PRON'}, {'text': ""'ve"", 'part_of_speech': 'VERB'}, {'text': 'had', 'part_of_speech': 'VERB'}, {'text': 'a', 'part_of_speech': 'DET'}, {'text': 'change', 'part_of_speech': 'NOUN'}, {'text': 'in', 'part_of_speech': 'ADP'}, {'text': 'our', 'part_of_speech': 'PRON'}, {'text': 'regular', 'part_of_speech': 'ADJ'}, {'text': 'delivery', 'part_of_speech': 'NOUN'}, {'text': 'guy', 'part_of_speech': 'NOUN'}, {'text': 'and', 'part_of_speech': 'CONJ'}, {'text': 'one', 'part_of_speech': 'NUM'}, {'text': 'of', 'part_of_speech': 'ADP'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': 'new', 'part_of_speech': 'ADJ'}, {'text': 'ones', 'part_of_speech': 'NOUN'}, {'text': 'is', 'part_of_speech': 'VERB'}, {'text': 'so', 'part_of_speech': 'ADV'}, {'text': 'clearly', 'part_of_speech': 'ADV'}, {'text': 'stealing', 'part_of_speech': 'VERB'}, {'text': 'packages', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'They', 'part_of_speech': 'PRON'}, {'text': 'log', 'part_of_speech': 'VERB'}, {'text': 'it', 'part_of_speech': 'PRON'}, {'text': 'as', 'part_of_speech': 'ADP'}, {'text': 'posted', 'part_of_speech': 'VERB'}, {'text': 'through', 'part_of_speech': 'ADP'}, {'text': 'our', 'part_of_speech': 'PRON'}, {'text': 'door', 'part_of_speech': 'NOUN'}, {'text': 'and', 'part_of_speech': 'CONJ'}, {'text': 'nothing', 'part_of_speech': 'NOUN'}, {'text': 'is', 'part_of_speech': 'VERB'}, {'text': 'there', 'part_of_speech': 'ADV'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'They', 'part_of_speech': 'PRON'}, {'text': ""'ve"", 'part_of_speech': 'VERB'}, {'text': 'been', 'part_of_speech': 'VERB'}, {'text': 'reported', 'part_of_speech': 'VERB'}, {'text': 'to', 'part_of_speech': 'ADP'}, {'text': 'Amazon', 'part_of_speech': 'NOUN'}, {'text': 'as', 'part_of_speech': 'ADP'}, {'text': 'potential', 'part_of_speech': 'ADJ'}, {'text': 'theft', 'part_of_speech': 'NOUN'}, {'text': 'and', 'part_of_speech': 'CONJ'}, {'text': 'hopefully', 'part_of_speech': 'ADV'}, {'text': 'it', 'part_of_speech': 'PRON'}, {'text': 'will', 'part_of_speech': 'VERB'}, {'text': 'be', 'part_of_speech': 'VERB'}, {'text': 'dealt', 'part_of_speech': 'VERB'}, {'text': 'with', 'part_of_speech': 'ADP'}, {'text': 'accordingly', 'part_of_speech': 'ADV'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'Unacceptable', 'part_of_speech': 'ADJ'}, {'text': 'and', 'part_of_speech': 'CONJ'}, {'text': 'it', 'part_of_speech': 'PRON'}, {'text': ""'s"", 'part_of_speech': 'VERB'}, {'text': 'now', 'part_of_speech': 'ADV'}, {'text': 'happened', 'part_of_speech': 'VERB'}, {'text': 'several', 'part_of_speech': 'ADJ'}, {'text': 'times', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}]",en,"[{'category': '/Shopping', 'confidence': 0.6499999761581421}]"
Jeffrey Bruce,5 reviews,GB,"Thursday, October 10, 2024 at 05:09:02 p.m.",Rated 1 out of 5 stars,Amazon are quick enough to take payment…,"Amazon are quick enough to take payment for orders, but fail to deliver, but claim they have delivered which is total false claim. They have to be the worst for delivering, there customer service is no better they don’t give a dam, this company is going down hill fast use to be good, lately so poor. If you value your money don’t spend it with Amazon. ",-0.699999988079071,2.200000047683716,"Amazon, payment, orders, claim, worst, customer service, money, dam, company, use","[{'name': 'Amazon', 'type': 'ORGANIZATION', 'salience': 0.6915358901023865, 'sentiment_score': -0.4000000059604645, 'sentiment_magnitude': 2.799999952316284}, {'name': 'payment', 'type': 'OTHER', 'salience': 0.11103608459234238, 'sentiment_score': -0.30000001192092896, 'sentiment_magnitude': 0.30000001192092896}, {'name': 'orders', 'type': 'OTHER', 'salience': 0.09820036590099335, 'sentiment_score': -0.20000000298023224, 'sentiment_magnitude': 0.20000000298023224}, {'name': 'claim', 'type': 'OTHER', 'salience': 0.03402295708656311, 'sentiment_score': -0.30000001192092896, 'sentiment_magnitude': 0.30000001192092896}, {'name': 'worst', 'type': 'OTHER', 'salience': 0.016174091026186943, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'customer service', 'type': 'OTHER', 'salience': 0.01578604429960251, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'money', 'type': 'OTHER', 'salience': 0.014603979885578156, 'sentiment_score': -0.699999988079071, 'sentiment_magnitude': 0.699999988079071}, {'name': 'dam', 'type': 'OTHER', 'salience': 0.009235460311174393, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'company', 'type': 'ORGANIZATION', 'salience': 0.005389829631894827, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'use', 'type': 'OTHER', 'salience': 0.004015304148197174, 'sentiment_score': -0.4000000059604645, 'sentiment_magnitude': 0.4000000059604645}]",Negative,,"Amazon are quick enough to take payment for orders, but fail to deliver, but claim they have delivered which is total false claim. They have to be the worst for delivering, there customer service is no better they don’t give a dam, this company is going down hill fast use to be good, lately so poor. If you value your money don’t spend it with Amazon.","[{'text': 'Amazon', 'part_of_speech': 'NOUN'}, {'text': 'are', 'part_of_speech': 'VERB'}, {'text': 'quick', 'part_of_speech': 'ADJ'}, {'text': 'enough', 'part_of_speech': 'ADV'}, {'text': 'to', 'part_of_speech': 'PRT'}, {'text': 'take', 'part_of_speech': 'VERB'}, {'text': 'payment', 'part_of_speech': 'NOUN'}, {'text': 'for', 'part_of_speech': 'ADP'}, {'text': 'orders', 'part_of_speech': 'NOUN'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'but', 'part_of_speech': 'CONJ'}, {'text': 'fail', 'part_of_speech': 'VERB'}, {'text': 'to', 'part_of_speech': 'PRT'}, {'text': 'deliver', 'part_of_speech': 'VERB'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'but', 'part_of_speech': 'CONJ'}, {'text': 'claim', 'part_of_speech': 'VERB'}, {'text': 'they', 'part_of_speech': 'PRON'}, {'text': 'have', 'part_of_speech': 'VERB'}, {'text': 'delivered', 'part_of_speech': 'VERB'}, {'text': 'which', 'part_of_speech': 'DET'}, {'text': 'is', 'part_of_speech': 'VERB'}, {'text': 'total', 'part_of_speech': 'ADJ'}, {'text': 'false', 'part_of_speech': 'ADJ'}, {'text': 'claim', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'They', 'part_of_speech': 'PRON'}, {'text': 'have', 'part_of_speech': 'VERB'}, {'text': 'to', 'part_of_speech': 'PRT'}, {'text': 'be', 'part_of_speech': 'VERB'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': 'worst', 'part_of_speech': 'ADJ'}, {'text': 'for', 'part_of_speech': 'ADP'}, {'text': 'delivering', 'part_of_speech': 'VERB'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'there', 'part_of_speech': 'DET'}, {'text': 'customer', 'part_of_speech': 'NOUN'}, {'text': 'service', 'part_of_speech': 'NOUN'}, {'text': 'is', 'part_of_speech': 'VERB'}, {'text': 'no', 'part_of_speech': 'ADV'}, {'text': 'better', 'part_of_speech': 'ADV'}, {'text': 'they', 'part_of_speech': 'PRON'}, {'text': 'do', 'part_of_speech': 'VERB'}, {'text': 'n’t', 'part_of_speech': 'ADV'}, {'text': 'give', 'part_of_speech': 'VERB'}, {'text': 'a', 'part_of_speech': 'DET'}, {'text': 'dam', 'part_of_speech': 'NOUN'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'this', 'part_of_speech': 'DET'}, {'text': 'company', 'part_of_speech': 'NOUN'}, {'text': 'is', 'part_of_speech': 'VERB'}, {'text': 'going', 'part_of_speech': 'VERB'}, {'text': 'down', 'part_of_speech': 'PRT'}, {'text': 'hill', 'part_of_speech': 'NOUN'}, {'text': 'fast', 'part_of_speech': 'ADJ'}, {'text': 'use', 'part_of_speech': 'NOUN'}, {'text': 'to', 'part_of_speech': 'PRT'}, {'text': 'be', 'part_of_speech': 'VERB'}, {'text': 'good', 'part_of_speech': 'ADJ'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'lately', 'part_of_speech': 'ADV'}, {'text': 'so', 'part_of_speech': 'ADV'}, {'text': 'poor', 'part_of_speech': 'ADJ'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'If', 'part_of_speech': 'ADP'}, {'text': 'you', 'part_of_speech': 'PRON'}, {'text': 'value', 'part_of_speech': 'VERB'}, {'text': 'your', 'part_of_speech': 'PRON'}, {'text': 'money', 'part_of_speech': 'NOUN'}, {'text': 'do', 'part_of_speech': 'VERB'}, {'text': 'n’t', 'part_of_speech': 'ADV'}, {'text': 'spend', 'part_of_speech': 'VERB'}, {'text': 'it', 'part_of_speech': 'PRON'}, {'text': 'with', 'part_of_speech': 'ADP'}, {'text': 'Amazon', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}]",en,"[{'category': '/Shopping', 'confidence': 0.6200000047683716}]"
Jdub,7 reviews,US,"Thursday, October 10, 2024 at 05:26:49 p.m.",Rated 1 out of 5 stars,Got severely ill of a supplement I…,Got severely ill of a supplement I bought from them and wouldn't refund the product. But tell me contact manufacturer. I advise you all just started going back out to the store Amazon a complete ripoff since j. bezo left. Hiring all type of people from different countries no wonder none of our stuff is safe here. Just steady outsourcing jobs to other countries. Last time I'll shop here and anyone I know.,-0.5,3.5999999046325684,"supplement, product, store, ripoff, j., type, people, countries, wonder, contact manufacturer, outsourcing jobs, Amazon, anyone, none, countries, stuff","[{'name': 'supplement', 'type': 'OTHER', 'salience': 0.3725946545600891, 'sentiment_score': -0.800000011920929, 'sentiment_magnitude': 0.800000011920929}, {'name': 'product', 'type': 'CONSUMER_GOOD', 'salience': 0.14669111371040344, 'sentiment_score': -0.699999988079071, 'sentiment_magnitude': 0.699999988079071}, {'name': 'store', 'type': 'LOCATION', 'salience': 0.048591505736112595, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'ripoff', 'type': 'OTHER', 'salience': 0.048591505736112595, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'j.', 'type': 'PERSON', 'salience': 0.048591505736112595, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'type', 'type': 'OTHER', 'salience': 0.04445160925388336, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'people', 'type': 'PERSON', 'salience': 0.04445160925388336, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'countries', 'type': 'LOCATION', 'salience': 0.03806551173329353, 'sentiment_score': -0.10000000149011612, 'sentiment_magnitude': 0.10000000149011612}, {'name': 'wonder', 'type': 'OTHER', 'salience': 0.037087298929691315, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.10000000149011612}, {'name': 'contact manufacturer', 'type': 'ORGANIZATION', 'salience': 0.03597027063369751, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'outsourcing jobs', 'type': 'OTHER', 'salience': 0.03345674276351929, 'sentiment_score': 0.10000000149011612, 'sentiment_magnitude': 0.10000000149011612}, {'name': 'Amazon', 'type': 'ORGANIZATION', 'salience': 0.028802523389458656, 'sentiment_score': -0.6000000238418579, 'sentiment_magnitude': 0.6000000238418579}, {'name': 'anyone', 'type': 'PERSON', 'salience': 0.023395268246531487, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'none', 'type': 'OTHER', 'salience': 0.01772891730070114, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'countries', 'type': 'LOCATION', 'salience': 0.016784371808171272, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'stuff', 'type': 'OTHER', 'salience': 0.01474558562040329, 'sentiment_score': -0.10000000149011612, 'sentiment_magnitude': 0.10000000149011612}]",Negative,Just steady outsourcing jobs to other countries.,Got severely ill of a supplement I bought from them and wouldn't refund the product. But tell me contact manufacturer. I advise you all just started going back out to the store Amazon a complete ripoff since j. bezo left. Hiring all type of people from different countries no wonder none of our stuff is safe here. Last time I'll shop here and anyone I know.,"[{'text': 'Got', 'part_of_speech': 'VERB'}, {'text': 'severely', 'part_of_speech': 'ADV'}, {'text': 'ill', 'part_of_speech': 'ADJ'}, {'text': 'of', 'part_of_speech': 'ADP'}, {'text': 'a', 'part_of_speech': 'DET'}, {'text': 'supplement', 'part_of_speech': 'NOUN'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'bought', 'part_of_speech': 'VERB'}, {'text': 'from', 'part_of_speech': 'ADP'}, {'text': 'them', 'part_of_speech': 'PRON'}, {'text': 'and', 'part_of_speech': 'CONJ'}, {'text': 'would', 'part_of_speech': 'VERB'}, {'text': ""n't"", 'part_of_speech': 'ADV'}, {'text': 'refund', 'part_of_speech': 'VERB'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': 'product', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'But', 'part_of_speech': 'CONJ'}, {'text': 'tell', 'part_of_speech': 'VERB'}, {'text': 'me', 'part_of_speech': 'PRON'}, {'text': 'contact', 'part_of_speech': 'NOUN'}, {'text': 'manufacturer', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'advise', 'part_of_speech': 'VERB'}, {'text': 'you', 'part_of_speech': 'PRON'}, {'text': 'all', 'part_of_speech': 'DET'}, {'text': 'just', 'part_of_speech': 'ADV'}, {'text': 'started', 'part_of_speech': 'VERB'}, {'text': 'going', 'part_of_speech': 'VERB'}, {'text': 'back', 'part_of_speech': 'ADV'}, {'text': 'out', 'part_of_speech': 'ADV'}, {'text': 'to', 'part_of_speech': 'ADP'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': 'store', 'part_of_speech': 'NOUN'}, {'text': 'Amazon', 'part_of_speech': 'NOUN'}, {'text': 'a', 'part_of_speech': 'DET'}, {'text': 'complete', 'part_of_speech': 'ADJ'}, {'text': 'ripoff', 'part_of_speech': 'NOUN'}, {'text': 'since', 'part_of_speech': 'ADP'}, {'text': 'j.', 'part_of_speech': 'NOUN'}, {'text': 'bezo', 'part_of_speech': 'VERB'}, {'text': 'left', 'part_of_speech': 'VERB'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'Hiring', 'part_of_speech': 'VERB'}, {'text': 'all', 'part_of_speech': 'DET'}, {'text': 'type', 'part_of_speech': 'NOUN'}, {'text': 'of', 'part_of_speech': 'ADP'}, {'text': 'people', 'part_of_speech': 'NOUN'}, {'text': 'from', 'part_of_speech': 'ADP'}, {'text': 'different', 'part_of_speech': 'ADJ'}, {'text': 'countries', 'part_of_speech': 'NOUN'}, {'text': 'no', 'part_of_speech': 'DET'}, {'text': 'wonder', 'part_of_speech': 'NOUN'}, {'text': 'none', 'part_of_speech': 'NOUN'}, {'text': 'of', 'part_of_speech': 'ADP'}, {'text': 'our', 'part_of_speech': 'PRON'}, {'text': 'stuff', 'part_of_speech': 'NOUN'}, {'text': 'is', 'part_of_speech': 'VERB'}, {'text': 'safe', 'part_of_speech': 'ADJ'}, {'text': 'here', 'part_of_speech': 'ADV'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'Just', 'part_of_speech': 'ADV'}, {'text': 'steady', 'part_of_speech': 'ADJ'}, {'text': 'outsourcing', 'part_of_speech': 'NOUN'}, {'text': 'jobs', 'part_of_speech': 'NOUN'}, {'text': 'to', 'part_of_speech': 'ADP'}, {'text': 'other', 'part_of_speech': 'ADJ'}, {'text': 'countries', 'part_of_speech': 'NOUN'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'Last', 'part_of_speech': 'ADJ'}, {'text': 'time', 'part_of_speech': 'NOUN'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': ""'ll"", 'part_of_speech': 'VERB'}, {'text': 'shop', 'part_of_speech': 'VERB'}, {'text': 'here', 'part_of_speech': 'ADV'}, {'text': 'and', 'part_of_speech': 'CONJ'}, {'text': 'anyone', 'part_of_speech': 'NOUN'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'know', 'part_of_speech': 'VERB'}, {'text': '.', 'part_of_speech': 'PUNCT'}]",en,"[{'category': '/Business & Industrial', 'confidence': 0.6000000238418579}]"
Glyn,5 reviews,GB,"Thursday, October 10, 2024 at 07:22:45 p.m.",Rated 1 out of 5 stars,NO stars is too many!!!,"If I could give NO stars, I would!Ordered something, it was "" handed to resident "", which it wasn't!!Contacted Customer Service who said, after the 9th Oct we will refund or replace. I contacted them today to be told, wait until the 13th, then contact them again!!Well, I hope the driver likes his new earbuds, bloody thief!!!!!",-0.800000011920929,1.600000023841858,"something, stars, Customer Service, driver, earbuds, thief","[{'name': 'something', 'type': 'OTHER', 'salience': 0.6612831354141235, 'sentiment_score': -0.30000001192092896, 'sentiment_magnitude': 1.2999999523162842}, {'name': 'stars', 'type': 'OTHER', 'salience': 0.19578208029270172, 'sentiment_score': -0.5, 'sentiment_magnitude': 0.5}, {'name': 'Customer Service', 'type': 'OTHER', 'salience': 0.06870801001787186, 'sentiment_score': -0.4000000059604645, 'sentiment_magnitude': 0.4000000059604645}, {'name': 'driver', 'type': 'PERSON', 'salience': 0.039657652378082275, 'sentiment_score': -0.10000000149011612, 'sentiment_magnitude': 0.20000000298023224}, {'name': 'earbuds', 'type': 'OTHER', 'salience': 0.018130114302039146, 'sentiment_score': 0.0, 'sentiment_magnitude': 0.0}, {'name': 'thief', 'type': 'PERSON', 'salience': 0.016438990831375122, 'sentiment_score': -0.10000000149011612, 'sentiment_magnitude': 0.10000000149011612}]",Negative,,"If I could give NO stars, I would!Ordered something, it was "" handed to resident "", which it wasn't!!Contacted Customer Service who said, after the 9th Oct we will refund or replace. I contacted them today to be told, wait until the 13th, then contact them again!!Well, I hope the driver likes his new earbuds, bloody thief!!!!!","[{'text': 'If', 'part_of_speech': 'ADP'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'could', 'part_of_speech': 'VERB'}, {'text': 'give', 'part_of_speech': 'VERB'}, {'text': 'NO', 'part_of_speech': 'DET'}, {'text': 'stars', 'part_of_speech': 'NOUN'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'would', 'part_of_speech': 'VERB'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': 'Ordered', 'part_of_speech': 'VERB'}, {'text': 'something', 'part_of_speech': 'NOUN'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'it', 'part_of_speech': 'PRON'}, {'text': 'was', 'part_of_speech': 'VERB'}, {'text': '""', 'part_of_speech': 'PUNCT'}, {'text': 'handed', 'part_of_speech': 'VERB'}, {'text': 'to', 'part_of_speech': 'ADP'}, {'text': 'resident', 'part_of_speech': 'ADJ'}, {'text': '""', 'part_of_speech': 'PUNCT'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'which', 'part_of_speech': 'DET'}, {'text': 'it', 'part_of_speech': 'PRON'}, {'text': 'was', 'part_of_speech': 'VERB'}, {'text': ""n't"", 'part_of_speech': 'ADV'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': 'Contacted', 'part_of_speech': 'VERB'}, {'text': 'Customer', 'part_of_speech': 'NOUN'}, {'text': 'Service', 'part_of_speech': 'NOUN'}, {'text': 'who', 'part_of_speech': 'PRON'}, {'text': 'said', 'part_of_speech': 'VERB'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'after', 'part_of_speech': 'ADP'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': '9th', 'part_of_speech': 'ADJ'}, {'text': 'Oct', 'part_of_speech': 'NOUN'}, {'text': 'we', 'part_of_speech': 'PRON'}, {'text': 'will', 'part_of_speech': 'VERB'}, {'text': 'refund', 'part_of_speech': 'VERB'}, {'text': 'or', 'part_of_speech': 'CONJ'}, {'text': 'replace', 'part_of_speech': 'VERB'}, {'text': '.', 'part_of_speech': 'PUNCT'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'contacted', 'part_of_speech': 'VERB'}, {'text': 'them', 'part_of_speech': 'PRON'}, {'text': 'today', 'part_of_speech': 'NOUN'}, {'text': 'to', 'part_of_speech': 'PRT'}, {'text': 'be', 'part_of_speech': 'VERB'}, {'text': 'told', 'part_of_speech': 'VERB'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'wait', 'part_of_speech': 'VERB'}, {'text': 'until', 'part_of_speech': 'ADP'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': '13th', 'part_of_speech': 'NOUN'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'then', 'part_of_speech': 'ADV'}, {'text': 'contact', 'part_of_speech': 'VERB'}, {'text': 'them', 'part_of_speech': 'PRON'}, {'text': 'again', 'part_of_speech': 'ADV'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': 'Well', 'part_of_speech': 'X'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'I', 'part_of_speech': 'PRON'}, {'text': 'hope', 'part_of_speech': 'VERB'}, {'text': 'the', 'part_of_speech': 'DET'}, {'text': 'driver', 'part_of_speech': 'NOUN'}, {'text': 'likes', 'part_of_speech': 'VERB'}, {'text': 'his', 'part_of_speech': 'PRON'}, {'text': 'new', 'part_of_speech': 'ADJ'}, {'text': 'earbuds', 'part_of_speech': 'NOUN'}, {'text': ',', 'part_of_speech': 'PUNCT'}, {'text': 'bloody', 'part_of_speech': 'ADJ'}, {'text': 'thief', 'part_of_speech': 'NOUN'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': '!', 'part_of_speech': 'PUNCT'}, {'text': '!', 'part_of_speech': 'PUNCT'}]",en,[]
